dst,packet_total,volume_total
200.236.44.87,273720,17756149
200.236.44.86,278391,18001794
200.236.44.85,276780,17871146
200.236.44.84,275604,17867008
200.236.44.83,285153,18409588
200.236.44.8,289056,18675258
200.236.44.82,275906,17824702
200.236.44.81,275578,17833379
200.236.44.80,276720,17902320
200.236.44.79,273412,17686679
200.236.44.78,279568,18073823
200.236.44.77,273578,17694095
200.236.44.76,280172,18094812
200.236.44.75,276466,18015563
200.236.44.74,273741,17691633
200.236.44.73,279028,18002753
200.236.44.7,276836,17884301
200.236.44.72,274473,17752270
200.236.44.71,274409,17742265
200.236.44.70,275778,17825696
200.236.44.69,288552,18624305
200.236.44.68,272742,17638007
200.236.44.67,275094,17801843
200.236.44.66,276394,17863316
200.236.44.65,273648,17691969
200.236.44.64,276836,17936400
200.236.44.63,279921,18131717
200.236.44.6,275052,17771227
200.236.44.62,274829,17755065
200.236.44.61,276852,17895191
200.236.44.60,274296,17737867
200.236.44.59,306637,19688468
200.236.44.58,280705,18449325
200.236.44.57,278268,18002022
200.236.44.56,275477,17828368
200.236.44.55,275213,17814547
200.236.44.54,273455,17687154
200.236.44.53,274914,17793158
200.236.44.5,274876,17785419
200.236.44.52,277516,17938516
200.236.44.51,274114,17760587
200.236.44.50,280052,18092368
200.236.44.49,279901,18110068
200.236.44.48,273723,17716139
200.236.44.47,308877,19817571
200.236.44.46,278327,18024402
200.236.44.45,276377,17848394
200.236.44.44,272927,17666731
200.236.44.43,276257,17918629
200.236.44.4,285168,18422067
200.236.44.42,275009,17822684
200.236.44.41,276454,17843046
200.236.44.40,279028,17997380
200.236.44.39,276114,17846286
200.236.44.38,274466,17803359
200.236.44.37,276939,17897770
200.236.44.36,275963,17868096
200.236.44.35,274869,17793710
200.236.44.34,275194,17791233
200.236.44.33,276949,17934952
200.236.44.3,278352,18015199
200.236.44.32,276844,17882368
200.236.44.31,274383,17725616
200.236.44.30,277267,17983223
200.236.44.29,273243,17654609
200.236.44.28,272871,17661735
200.236.44.27,275493,17827296
200.236.44.26,276798,17923757
200.236.44.255,274241,17723262
200.236.44.254,273262,17659190
200.236.44.253,282459,18282650
200.236.44.25,275585,17836935
200.236.44.252,275279,17797496
200.236.44.251,275996,17843897
200.236.44.250,278546,18036548
200.236.44.249,275456,17842243
200.236.44.248,273619,17683232
200.236.44.247,277757,17971349
200.236.44.246,305636,62214814
200.236.44.245,275593,17834858
200.236.44.244,274725,17793611
200.236.44.243,290958,18730169
200.236.44.24,273788,17684552
200.236.44.242,275294,17805632
200.236.44.241,280345,18131271
200.236.44.240,273813,17737576
200.236.44.239,273693,17720580
200.236.44.238,273119,17674639
200.236.44.237,276942,17927951
200.236.44.236,273650,17702131
200.236.44.235,274117,17779209
200.236.44.234,275468,17827108
200.236.44.233,282734,18233047
200.236.44.23,276585,17894507
200.236.44.232,280705,18152378
200.236.44.231,274188,17770079
200.236.44.230,275594,17831354
200.236.44.229,276087,17876122
200.236.44.228,277917,17973849
200.236.44.2,275621,17804963
200.236.44.227,274967,17778518
200.236.44.226,273845,17731308
200.236.44.225,274671,17759623
200.236.44.224,277671,17943622
200.236.44.223,276462,17865804
200.236.44.22,274173,17746145
200.236.44.222,282538,18255972
200.236.44.221,275476,17858056
200.236.44.220,275276,17811318
200.236.44.219,277173,17925082
200.236.44.218,275194,17813084
200.236.44.217,281192,18168954
200.236.44.216,310641,19966659
200.236.44.215,274195,17758582
200.236.44.214,275392,17805274
200.236.44.213,273599,17732346
200.236.44.21,277507,17952050
200.236.44.212,275047,17812167
200.236.44.211,282381,18298697
200.236.44.210,273845,17735037
200.236.44.209,275238,17813821
200.236.44.208,275381,17793660
200.236.44.207,278245,17991096
200.236.44.206,279916,18081878
200.236.44.205,280521,18146841
200.236.44.204,274805,17779757
200.236.44.203,279483,18100772
200.236.44.20,275485,17801234
200.236.44.202,276029,17865275
200.236.44.201,275254,17813433
200.236.44.200,276465,17869043
200.236.44.199,273606,17700812
200.236.44.198,278207,18124376
200.236.44.197,307207,19719643
200.236.44.196,274265,17752257
200.236.44.195,273718,17709771
200.236.44.194,277817,17984231
200.236.44.193,273643,17695768
200.236.44.19,277751,17936788
200.236.44.192,276816,17899190
200.236.44.191,279270,18076918
200.236.44.190,280630,18138796
200.236.44.189,275738,17828334
200.236.44.188,273764,17697404
200.236.44.187,273366,17696111
200.236.44.186,273231,17683068
200.236.44.185,276331,17867990
200.236.44.184,275871,17849856
200.236.44.183,275012,17768156
200.236.44.18,275633,17831907
200.236.44.182,287637,18536914
200.236.44.181,274746,17762874
200.236.44.180,275856,17884161
200.236.44.179,276455,17879762
200.236.44.178,273829,17714620
200.236.44.177,276981,17911920
200.236.44.176,272214,17611143
200.236.44.175,272954,17659950
200.236.44.174,273731,17689028
200.236.44.173,274563,17772817
200.236.44.17,275464,17844236
200.236.44.172,275256,17805945
200.236.44.171,275699,17822267
200.236.44.170,274822,17769469
200.236.44.169,275393,17828481
200.236.44.168,283876,18302321
200.236.44.167,275147,17785046
200.236.44.166,274094,17738381
200.236.44.165,276976,17928294
200.236.44.164,276913,17896596
200.236.44.163,274388,17777060
200.236.44.16,273718,17724906
200.236.44.162,275418,17821550
200.236.44.161,275415,17819496
200.236.44.160,278640,17983929
200.236.44.159,278198,17990614
200.236.44.158,280157,18089636
200.236.44.157,277409,17914702
200.236.44.156,273909,17724780
200.236.44.155,273277,17677083
200.236.44.154,275843,17815970
200.236.44.153,276411,17895944
200.236.44.15,276733,17924113
200.236.44.152,277526,17943436
200.236.44.151,278555,18004582
200.236.44.150,275054,17789419
200.236.44.149,276235,17860335
200.236.44.148,277475,17928103
200.236.44.147,279331,18068779
200.236.44.146,282484,18236306
200.236.44.145,273914,17676686
200.236.44.144,274614,17784119
200.236.44.143,272797,17644983
200.236.44.14,278467,17986530
200.236.44.142,273243,17706083
200.236.44.141,274236,17740451
200.236.44.140,276395,17903254
200.236.44.139,275412,17828221
200.236.44.138,274480,17745436
200.236.44.137,276686,17874012
200.236.44.136,275204,17826169
200.236.44.135,275148,17809839
200.236.44.134,272389,17615865
200.236.44.133,274398,17760998
200.236.44.13,274192,17735555
200.236.44.132,277502,17956105
200.236.44.131,273862,17724866
200.236.44.130,272814,17664549
200.236.44.129,274541,17762286
200.236.44.128,275276,17801332
200.236.44.1,279585,18062638
200.236.44.127,276627,17916430
200.236.44.126,275193,17826028
200.236.44.125,279482,18063561
200.236.44.124,273862,17730484
200.236.44.123,275651,17839614
200.236.44.12,277501,17968798
200.236.44.122,286135,18639501
200.236.44.121,276587,17890453
200.236.44.120,277008,17915774
200.236.44.119,274676,17778477
200.236.44.118,276325,17851592
200.236.44.117,282126,18223157
200.236.44.116,273312,17654156
200.236.44.115,274932,17815847
200.236.44.114,274146,17716574
200.236.44.113,273313,17672709
200.236.44.11,275046,17782270
200.236.44.112,276097,17865901
200.236.44.111,323368,23667094
200.236.44.110,283365,18293494
200.236.44.109,273741,17710134
200.236.44.108,274065,17724101
200.236.44.107,277434,17918495
200.236.44.106,274205,17741594
200.236.44.105,279263,18053863
200.236.44.104,303981,19554702
200.236.44.103,274872,17780049
200.236.44.10,273993,17750231
200.236.44.102,273987,17749051
200.236.44.101,274798,17764183
200.236.44.100,275724,17788381
200.236.44.0,271855,17607422
200.236.43.99,274635,17799494
200.236.43.98,277844,17972480
200.236.43.97,274683,17802317
200.236.43.96,277510,17975468
200.236.43.95,278008,18426415
200.236.43.94,274758,17770026
200.236.43.93,273105,17680427
200.236.43.9,283579,18311018
200.236.43.92,276456,17909355
200.236.43.91,275465,17860573
200.236.43.90,276366,17891470
200.236.43.89,274021,17747206
200.236.43.88,274892,17877954
200.236.43.87,302469,30956293
200.236.43.86,274324,17787055
200.236.43.85,276567,17865957
200.236.43.84,276640,17897754
200.236.43.83,273740,17711792
200.236.43.8,293009,18874477
200.236.43.82,278077,17977205
200.236.43.81,275658,17775041
200.236.43.80,276277,17885916
200.236.43.79,277964,17968802
200.236.43.78,273657,17712235
200.236.43.77,278628,18025189
200.236.43.76,274420,17755524
200.236.43.75,279267,18061021
200.236.43.74,276731,17931425
200.236.43.73,275704,17864284
200.236.43.7,278798,18029538
200.236.43.72,282391,18245969
200.236.43.71,280565,18152879
200.236.43.70,274871,17798821
200.236.43.69,276906,17894217
200.236.43.68,274622,17784090
200.236.43.67,273932,17740726
200.236.43.66,273475,17683019
200.236.43.65,278066,18031713
200.236.43.64,275763,17906904
200.236.43.63,276759,17913300
200.236.43.6,278096,17989985
200.236.43.62,276522,17912720
200.236.43.61,275296,17834344
200.236.43.60,281359,18248106
200.236.43.59,274183,17764532
200.236.43.58,275103,17781621
200.236.43.57,276020,17919542
200.236.43.56,273991,17737760
200.236.43.55,276127,17885132
200.236.43.54,280077,18160549
200.236.43.53,274472,17776391
200.236.43.5,273699,17718799
200.236.43.52,280160,18181049
200.236.43.51,303479,19510670
200.236.43.50,282510,18232004
200.236.43.49,277223,17899873
200.236.43.48,280253,18139103
200.236.43.47,275324,17826327
200.236.43.46,275637,17844016
200.236.43.45,279267,18069188
200.236.43.44,303571,19501846
200.236.43.43,277292,17944986
200.236.43.4,274874,17828255
200.236.43.42,274568,17779599
200.236.43.41,275710,17821948
200.236.43.40,277152,17946068
200.236.43.39,277475,17908073
200.236.43.38,274460,17762377
200.236.43.37,276718,17915472
200.236.43.36,277127,17973697
200.236.43.35,280458,18311252
200.236.43.34,273308,17691715
200.236.43.33,275786,17847566
200.236.43.3,277998,17993212
200.236.43.32,276478,17878120
200.236.43.31,274691,17799976
200.236.43.30,276721,17894596
200.236.43.29,279593,18087779
200.236.43.28,275011,17803754
200.236.43.27,274730,17780059
200.236.43.26,279128,18012746
200.236.43.255,272198,17593486
200.236.43.254,278432,18035779
200.236.43.253,274485,17784018
200.236.43.25,276050,17848634
200.236.43.252,274097,17842856
200.236.43.251,275013,17830937
200.236.43.250,282508,18252245
200.236.43.249,282896,18301346
200.236.43.248,279574,18098205
200.236.43.247,281669,18186771
200.236.43.246,275577,17816065
200.236.43.245,275880,17865615
200.236.43.244,275019,17767161
200.236.43.243,274660,17821127
200.236.43.24,276598,17919311
200.236.43.242,278232,18022631
200.236.43.241,275522,17845599
200.236.43.240,278686,18017905
200.236.43.239,279891,18106468
200.236.43.238,306676,34154855
200.236.43.237,276248,17902484
200.236.43.236,279966,18109638
200.236.43.235,275524,17811787
200.236.43.234,274598,17771408
200.236.43.233,280702,18094019
200.236.43.23,275225,17763286
200.236.43.232,274926,17816635
200.236.43.231,273512,17703886
200.236.43.230,275102,17821522
200.236.43.229,273182,17644166
200.236.43.228,274921,17796746
200.236.43.2,274338,17764858
200.236.43.227,274192,17764189
200.236.43.226,274717,17738796
200.236.43.225,280008,18076663
200.236.43.224,279353,18014904
200.236.43.223,277871,17977655
200.236.43.22,274141,17729535
200.236.43.222,274081,17755303
200.236.43.221,276458,17915285
200.236.43.220,307541,19877728
200.236.43.219,274719,17778913
200.236.43.218,277701,17980274
200.236.43.217,274035,17729008
200.236.43.216,273551,17664069
200.236.43.215,274797,17785148
200.236.43.214,277112,17903581
200.236.43.213,272745,17640276
200.236.43.21,278442,18036029
200.236.43.212,276921,17915282
200.236.43.211,272720,17693685
200.236.43.210,275350,17797042
200.236.43.209,280513,18159756
200.236.43.208,275180,17731420
200.236.43.207,273074,17705776
200.236.43.206,281095,18179566
200.236.43.205,277226,17941048
200.236.43.204,277371,17958248
200.236.43.203,275721,17829620
200.236.43.20,279058,18056333
200.236.43.202,276191,17885828
200.236.43.201,278047,17984353
200.236.43.200,280450,18164649
200.236.43.199,276576,17908296
200.236.43.198,274622,17792056
200.236.43.197,277124,17881929
200.236.43.196,272397,17655727
200.236.43.195,273856,17743799
200.236.43.194,273865,17743375
200.236.43.193,274460,17769439
200.236.43.19,277396,17969775
200.236.43.192,276349,17875481
200.236.43.191,273153,17696404
200.236.43.190,280227,18095722
200.236.43.189,273866,17726826
200.236.43.188,275272,17775619
200.236.43.187,277126,17892021
200.236.43.186,277596,17957114
200.236.43.185,275491,17824735
200.236.43.184,274106,17763155
200.236.43.183,272981,17685105
200.236.43.18,274481,17780957
200.236.43.182,277008,17886355
200.236.43.181,276821,17901196
200.236.43.180,277598,17977294
200.236.43.179,276474,17853338
200.236.43.178,274821,17778877
200.236.43.177,277243,17944181
200.236.43.176,286219,18453159
200.236.43.175,273455,17714779
200.236.43.174,278232,18032303
200.236.43.173,276380,17872333
200.236.43.17,278948,18057624
200.236.43.172,273905,17698604
200.236.43.171,867772,93170782
200.236.43.170,274344,17755108
200.236.43.169,277212,17916162
200.236.43.168,277550,17917477
200.236.43.167,277153,17945923
200.236.43.166,272363,17600142
200.236.43.165,278280,17966055
200.236.43.164,275808,17842982
200.236.43.163,275395,17823439
200.236.43.16,276184,17834118
200.236.43.162,274551,17779497
200.236.43.161,273774,17699016
200.236.43.160,277973,17979365
200.236.43.159,275278,17824590
200.236.43.158,283078,18288299
200.236.43.157,273923,17718800
200.236.43.156,277981,17962127
200.236.43.155,273562,17722830
200.236.43.154,272549,17675320
200.236.43.153,276282,17862175
200.236.43.15,275302,17817051
200.236.43.152,275590,17832768
200.236.43.151,277418,17933281
200.236.43.150,274808,17797736
200.236.43.149,277411,17925933
200.236.43.148,274438,17740802
200.236.43.147,276705,17923795
200.236.43.146,272200,17611298
200.236.43.145,272466,17654708
200.236.43.144,275988,17847860
200.236.43.143,273119,17675744
200.236.43.14,273475,17696557
200.236.43.142,274281,17754998
200.236.43.141,273882,17711977
200.236.43.140,275824,17874381
200.236.43.139,278300,18011359
200.236.43.138,274500,17763816
200.236.43.137,278437,18013900
200.236.43.136,273633,17711371
200.236.43.135,277596,17940480
200.236.43.134,278069,18022974
200.236.43.133,278270,18023946
200.236.43.13,280237,18081806
200.236.43.132,279461,18083316
200.236.43.131,275379,17812924
200.236.43.130,278135,17983189
200.236.43.129,274140,17731463
200.236.43.128,271306,17586312
200.236.43.1,276745,17906565
200.236.43.127,276048,17861477
200.236.43.126,273421,17706280
200.236.43.125,274916,17780944
200.236.43.124,279298,18072421
200.236.43.123,277587,17945326
200.236.43.12,280373,18268705
200.236.43.122,272985,17719133
200.236.43.121,273959,17747461
200.236.43.120,278740,18017810
200.236.43.119,272632,17629499
200.236.43.118,275804,17849721
200.236.43.117,273383,17699754
200.236.43.116,276732,17890043
200.236.43.115,281179,18193298
200.236.43.114,273878,17712146
200.236.43.113,275494,17865707
200.236.43.11,292979,19041234
200.236.43.112,275015,17820747
200.236.43.111,276098,17913398
200.236.43.110,273159,17748539
200.236.43.109,280933,18165358
200.236.43.108,275179,17826350
200.236.43.107,273533,17734325
200.236.43.106,275022,17852661
200.236.43.105,274598,17776724
200.236.43.104,279714,18083710
200.236.43.103,273600,17727288
200.236.43.10,274847,17821052
200.236.43.102,276249,17890938
200.236.43.101,275452,17836912
200.236.43.100,274019,17724478
200.236.43.0,272833,17659936
200.236.42.99,277888,17990238
200.236.42.98,277049,17960598
200.236.42.97,278046,17981705
200.236.42.96,274233,17771726
200.236.42.95,276078,17886893
200.236.42.94,277491,17926410
200.236.42.93,301530,19373901
200.236.42.9,281020,18179192
200.236.42.92,276229,17834845
200.236.42.91,277310,17974581
200.236.42.90,273484,17773267
200.236.42.89,274774,17808103
200.236.42.88,277746,17965948
200.236.42.87,274061,17715393
200.236.42.86,276588,17885534
200.236.42.85,273619,17728857
200.236.42.84,276124,17878538
200.236.42.83,274383,17730287
200.236.42.8,295215,19037413
200.236.42.82,275211,17824830
200.236.42.81,274123,17800080
200.236.42.80,276621,17916586
200.236.42.79,275821,17834426
200.236.42.78,275844,17879187
200.236.42.77,277055,17935815
200.236.42.76,274625,17815097
200.236.42.75,275161,17787361
200.236.42.74,278890,17999064
200.236.42.73,276651,17932863
200.236.42.7,278342,18012000
200.236.42.72,277605,17963518
200.236.42.71,278888,18020675
200.236.42.70,274395,17760313
200.236.42.69,276373,17887832
200.236.42.68,278388,17983706
200.236.42.67,282733,18213040
200.236.42.66,277210,18004968
200.236.42.65,276057,17854212
200.236.42.64,276293,17882136
200.236.42.63,275838,17848377
200.236.42.6,277532,17950655
